,All_Type
CYP1B1-FANCF,1
PELO-POLD1,0
ACTR5-S100B,0
SKIL-SLC35E4,0
AGGF1-DLD,0
ARGLU1-TUBGCP3,0
MAP2K4-MCPH1,0
MAP2K7-PIK3CD,0
STRBP-MDM4,0
KRAS-RBKS,0
UBAP2L-KRAS,0
ITGB7-PTPRE,0
NOL8-NRAS,0
MED28-TRRAP,0
PPARA-SS18L1,0
MDM2-POLR2A,0
PTEN-EML3,0
CYP20A1-ITGA5,0
CTNNBL1-GOLT1B,0
NAA50-GDE1,0
ACAD9-CYBRD1,0
MRPL43-ROMO1,0
GTPBP4-TRRAP,0
SPAG1-BRCA1,1
CHD7-ST6GALNAC4,0
SP100-OAS1,0
WDR61-RNF146,0
AMY2B-RNF24,1
NACA-PPAT,0
WEE1-TTN,1
MYC-UTS2,0
CHEK1-SMC2,1
LFNG-SP1,0
ITGA5-SNX13,0
NFIL3-BRCA2,0
NAE1-SREBF2,0
TMEM39B-MBD3,0
BIRC3-SUFU,0
ETAA1-LEO1,1
DGKH-SLC39A1,0
PIN1-KRAS,0
HM13-SEC24B,0
RANBP3-TYK2,0
STRBP-ZNF138,0
NAE1-UBE2E2,0
CENPW-EXOSC9,0
CUL1-NAE1,0
CLPP-CSNK1G2,0
CSF1R-SESTD1,0
BCL2-UBC,0
ARF4-HRAS,0
TSNARE1-TP53,0
ACTL6A-MRPS5,0
BRD9-TNFAIP1,0
CKAP5-LEO1,0
ATP6AP1-COG3,0
MTA2-PTPN12,0
CDK2AP2-KDM2A,0
FADS1-LPCAT3,0
CSE1L-PLK2,0
IRF9-PSME1,0
DDX56-NUDCD3,0
TMEM14B-TNFSF14,0
NPC2-BIN1,0
CARD9-CCDC91,0
LYPLA1-PIM1,0
PES1-CARM1,0
GTF2H4-YTHDC1,0
NAE1-RFC4,0
BRD2-HMGA1,0
PTTG1-TCEB2,0
DAP3-NACA,0
FLAD1-PLIN2,0
KIAA0355-KRAS,0
CDK2-USP1,0
HNRNPF-CLINT1,0
SDR39U1-MYC,0
BCL10-NFKB2,0
BACH1-TRPC4AP,0
MDM2-WRAP53,0
PTTG1-CDK2,0
BLM-PEX3,0
DGKA-SLC29A1,0
CHMP2A-MRPS5,0
IK-SCRN1,0
CSK-TLE1,0
NRAS-PSMA1,0
NANP-SERPINA1,0
LONP1-VPS72,0
CDA-RBM12,0
BCR-IL7,1
PLGRKT-JAK2,0
MRPL22-MTOR,0
CDC5L-CPNE1,0
CAMK1D-CMPK1,0
HRAS-RIOK1,0
CSK-TMEM116,0
RNF10-TERF1,0
ROCK1-SLC5A6,0
ARIH1-PPP2R2A,0
CCNJ-NAE1,0
CLPX-PTGS1,0
MED24-NUP54,0
BLM-RPS8,0
MUS81-N4BP2,0
ATG2B-PTCD1,1
OPA1-TAZ,0
GOLT1B-ZNF574,0
FANCD2-NAE1,1
PTEN-PEX16,0
UBR5-TP53,0
TUBGCP5-ZNF830,0
EIF3C-SRSF7,0
ACTL6A-GNL3L,0
CDC26-OGFOD1,0
EIF3C-OGFOD1,0
NRAS-RPL34,0
ALDH7A1-ARPC1B,1
STAT6-ZFP36L1,0
KRAS-ATP6V1D,0
CCDC82-KRAS,0
SNRPC-TRRAP,0
RPL13A-KRAS,0
RPS5-SNRPD3,0
MUS81-LMNB2,0
NARS2-MAP3K1,0
API5-GIN1,1
DUT-PSMD12,0
MMS19-TSC22D2,0
DRG1-L3MBTL2,0
TBRG1-PTEN,0
POU2F2-RBM28,0
KRAS-EXOSC10,0
FASTKD2-HRAS,0
ECT2-RB1,1
COG3-RBFA,0
KRAS-DDX27,0
AAR2-NRAS,0
FLI1-ELK4,0
NRAS-TRNT1,0
GTF2I-SEMA7A,0
TUBGCP3-ZNRD1,0
MAX-VPS72,0
GPR132-NAE1,0
CD9-CYP1B1,0
HRAS-POLR3B,1
HRAS-PSMA5,0
SERINC3-SLC7A7,0
BCKDK-MGRN1,0
SDHD-HSPD1,0
MUS81-KIF23,1
PHF11-QSOX1,0
FMN1-KRAS,0
NRAS-SDCCAG8,0
RPP38-SPAG7,0
PRKCA-STAT5B,0
PES1-TRMT1,0
CAMK2G-MAP2K7,0
PTCD1-TPRG1L,1
AURKA-POLR2K,0
JTB-MRPL9,0
GNPAT-GTF2H4,0
MYC-ZNF146,0
NAE1-PSMA6,0
INTS5-TUBGCP3,0
CHEK1-RPS10,1
KIAA2013-TLR5,0
AP4E1-ZNF34,1
RNF130-KRAS,0
HRAS-TP53I3,0
KRAS-B3GNT5,0
BCL2L13-KRAS,0
BLM-AQR,0
BASP1-HRAS,0
PMS2-RRM1,0
NRAS-TUBGCP5,0
NDUFB4-TUBGCP3,0
PTTG1-KIDINS220,0
DNPEP-HRAS,0
MAP3K4-ORAI2,0
GTF2H4-POLR2K,0
EIF2AK1-HERC3,0
TRAF3IP3-LCP2,0
API5-MATR3,1
MRPS25-RPL15,0
IGFBP6-TFB2M,1
PTEN-EIF3B,0
NHP2-UNG,0
MASTL-NOLC1,0
TPX2-ZNF518B,1
DNM2-FAM193B,0
CROCC-UBR4,0
RABGGTB-RPS19,0
KRAS-TNRC18,0
MBTPS2-WDR7,0
CDC23-CDC40,0
ETAA1-TCERG1,1
ANAPC13-TRA2B,0
NRAS-OSBPL9,0
ABCC10-MAP3K7,0
ATXN1L-NRAS,0
SLC39A4-UTRN,0
ATP6V1C1-IARS2,0
ITGB1-LEO1,0
POLR2K-PRPF18,0
ATXN7L1-VARS,0
PAPSS1-CLPTM1L,0
NAE1-NEDD4,0
NAE1-UBE2D2,0
STAU2-KRAS,0
CSNK1D-SLC29A1,0
ABCC10-MAPKAP1,0
MASTL-MED23,0
BRCA2-XRCC5,0
KRAS-MCM6,0
GPATCH1-HRAS,0
DUT-PMPCB,0
HSPD1-NRAS,0
GTF2I-PTAR1,0
PGGT1B-SNX2,0
MAP2K4-SENP2,0
KCTD11-MYO1C,0
KRAS-PHC3,0
E2F3-NUP153,0
ANXA5-KRAS,0
RARS-SLC27A1,0
CDC25B-HMGA1,0
CENPP-NUP85,0
CDKN1C-MTBP,1
CHEK1-HDAC9,1
AURKA-PSMD4,0
HIP1-SH3GL1,0
OGFOD1-TIMM9,0
METAP2-TTC4,0
RBM26-ZRANB2,0
IRAK3-KRAS,0
PTAR1-SPTSSA,0
PARP1-POLM,0
EFR3A-WDR61,0
AURKA-ZWINT,1
NFE2L1-PSMC1,0
POLR2K-PTTG1,0
CDK2-RAD9A,0
EIF3D-ZNRD1,0
AGPAT1-INPP1,0
POLR2K-WDR61,0
PQLC1-TNPO3,0
GNB1L-NCOA2,0
POLM-PPM1D,0
HSPB1-SDC3,0
BRCA2-CCND2,0
KRAS-GOLIM4,0
SDCCAG8-KRAS,0
MUS81-LIG1,0
LIG1-TRIM28,0
MRPL36-PSMD12,0
CFLAR-GMNN,0
KMT2E-SDHB,0
KRAS-COX6B1,0
BCAP29-TOMM40,0
THAP3-TLR5,0
EMC1-FH,0
TTPAL-VNN1,0
SLC16A7-TMEM63B,0
HM13-SNX2,0
BAX-MAPK1,0
PMS2-RBX1,0
DEDD-NAE1,0
CSK-UBXN1,0
LRRFIP1-MTL5,1
MCM3AP-ROMO1,0
BCL2-BIRC3,0
NOP10-NRAS,0
CDC40-MRPS5,0
RNF144B-UPP1,0
HSPA4-HSPA8,0
MLF2-NRAS,0
CSF1R-SYT11,0
EXOSC8-NRAS,0
DNPEP-KRAS,0
NOL9-SPAG7,0
TUBGCP3-ZNF830,0
CDC34-MIER2,0
CDK8-TK1,0
PTTG1-TTC12,1
KRAS-STK19,0
HRAS-RPL30,0
KRAS-U2AF1,0
MTBP-TIMELESS,1
AURKA-PELO,0
NUDT21-TMED2,0
KRIT1-PEX1,0
ITGB3BP-DNMT1,0
HIVEP1-SLC4A2,0
ERLIN1-DNAJB6,0
DTX2-ZBTB2,0
PTEN-SLC35C1,0
CEP164-VKORC1L1,0
HRAS-SUGP1,0
ZGRF1-MCM2,1
TMBIM1-TRIM27,0
SGTA-CCNT1,0
TIMM22-KRAS,0
KRAS-TOB1,0
MRPL49-TMEM223,0
MAP4K2-PTPN12,0
MRPL3-TBL1XR1,0
MRPL39-NRAS,0
KRAS-UTP6,0
FOXRED1-KLF10,0
SH3RF1-ATM,0
CTNNBL1-TMX3,0
BLM-ACTR5,0
FBXO9-NRAS,0
DNAJA2-MBTPS1,0
PTEN-MYH9,0
IGF1R-PIK3CD,0
CBX3-DLG4,0
MUS81-CEP41,0
MUS81-USP12,0
IKBKB-TNFRSF10A,0
RPS6KB1-ZNF207,0
CDK2-MYC,0
NRF1-CKAP5,0
CKAP5-RGS16,0
INTS5-RPS5,0
KRAS-DGKE,0
AXL-POM121,0
PTTG1-SRXN1,1
KLF12-PTCD1,1
EIF4G2-PCBP1,0
ERRFI1-TBRG4,0
VPS35-TMEM165,0
MX1-NRAS,0
IGBP1-NAE1,0
OGFOD1-TCOF1,0
NANP-NBEAL2,0
DLAT-MRPL13,0
ANKS1A-PLOD3,0
UNC13D-ZNF107,0
BLM-MCM6,0
MBTPS2-PSMD1,0
SMAP2-TMEM189,0
ARFGAP2-SF1,0
PPP2R1A-RPL13,0
GLRX2-RBMS2,0
POLD1-RAD9A,0
ANP32E-STAT6,0
FANCA-NRAS,0
BOD1L1-RPA3,0
XAB2-PARP1,0
MYSM1-TMEM189,0
MRPL11-PMF1,0
ZBTB48-PTEN,0
GTF2H4-TTC4,0
MUS81-OXSR1,0
ROMO1-TRMT5,0
HRAS-NANP,0
MRPL33-ZNF830,0
ADCY7-ST7,0
PTGS1-SRSF1,0
PAPD7-SORT1,0
PTEN-UBE2D1,0
NR3C1-MSH2,0
GINS4-METAP2,0
RABL6-MRPS2,0
MUS81-NCEH1,0
DCTN4-WDR61,0
CSK-PXDC1,0
EVI5-SLCO4A1,0
TRPM7-ABL2,0
AIMP1-EXOC5,0
MAFF-RAB3GAP2,0
DUSP22-SCRN1,0
CDK2-PIK3CB,0
MATK-MYC,0
BRCA1-XRCC6,0
MBTD1-ZNF397,0
MRPL39-TIMELESS,0
CMPK1-MAPKAP1,0
MED28-MRPL42,0
DCXR-TK1,0
MUS81-BOLA1,0
BAZ1A-WDR54,0
MLKL-ZNF117,0
TOE1-KHSRP,0
SRRM1-CHERP,0
LGALS3BP-RBM15,0
ANAPC10-URI1,0
CMAS-PPCS,0
BRCA1-PRAM1,0
BAG4-SLC5A6,0
TP53-EIF2AK2,0
TMEM167A-TSSC1,0
NAE1-USP25,0
CDC25B-EPS15,0
HRAS-TRIM36,0
POLR3K-HNRNPA2B1,0
EBNA1BP2-YTHDC1,0
TRPM4-PTEN,0
BCL2-CBR1,0
TP53-MAPKAPK5,0
CDC40-MRPS27,0
KRAS-TEX10,0
SNRPC-TRMT5,0
KRAS-HIVEP2,0
CCT3-NRAS,0
MUS81-CASC3,0
MTBP-TP53,1
MCL1-UBC,0
MRPS27-NACA,0
HK1-PTPN12,0
KRAS-CYB561A3,0
REXO2-TBCB,0
PLOD3-ZNF83,0
BRCA2-TST,0
CCDC88C-RBM38,0
PMS2-POLR2A,0
WIPF1-S100A11,0
DPAGT1-KRAS,0
E2F3-STAT6,0
BLM-TBC1D25,0
BRPF1-PEX3,0
SENP2-TSN,0
INTS5-RPL13,0
PGM1-STK4,0
LAPTM4A-OTULIN,0
CSK-DLG1,0
PTEN-TRMT6,0
CBL-SSB,0
MCM4-UBE2E2,0
CBL-MTX2,0
JUN-BACH1,0
FXYD1-NOL7,1
ATP6V0E1-CSTB,0
GPR65-NAE1,0
CEBPA-FGD6,0
FBXW7-TBCB,0
CPSF2-NRAS,0
CDKN1A-SLC16A5,0
PELO-TUBGCP3,0
SPHK1-TOP1MT,0
EXT2-ZNF341,1
RREB1-ITGB1,0
MGAT2-PTGS1,0
TP53-CDC7,1
IGFBP6-UBQLN4,1
TIPARP-BRCA2,0
FDPS-RRM1,0
MDM2-TNFRSF10B,0
BNIP1-SEH1L,0
PTEN-TXNDC11,0
KRAS-TSC1,0
NFE2-ZNF273,1
NF2-PTK2,0
IL27RA-PTGS1,0
NAE1-RTN4,0
NRAS-POLK,0
KRAS-TBL1XR1,0
DCTN4-TRNAU1AP,0
SLC25A32-TFB2M,0
NRAS-USPL1,0
TIMM23B-TTC4,0
NARS2-CANT1,0
CENPK-PMF1,1
FLI1-NFKB2,0
HDGF-MFAP3,0
OPLAH-BRCA1,1
PCSK7-PTPN12,0
FLI1-PTCD1,1
ARL2-GTF2H4,0
CDC23-EIF3H,0
COX7A2L-ZFP36L1,0
DCAF17-NINJ2,0
AK9-NRAS,1
MRPS35-PSMB6,0
BLVRA-MYC,0
MAP3K12-RPL28,1
DDX11-PRIM1,1
ABL1-UTP14A,0
ALPK1-ZNF692,0
ARHGAP19-LIG1,0
EEF1G-GTF3C3,0
GEMIN2-TUBGCP3,0
CAPZB-RTF1,0
API5-YAF2,0
FBXO5-TCP1,0
CDC25B-ZBTB10,0
ALAD-LIG1,0
SCO2-TYMP,0
AP3S1-MYC,0
AFG3L2-INTS5,0
ATXN1-PVR,0
SLC39A4-TSTA3,0
EBNA1BP2-EXOSC9,0
CARM1-KRAS,0
CYBRD1-POLA2,0
PPP2R1A-TAF2,0
PTEN-RPS18,0
KDELR1-RAB5B,0
NCAPD2-TUBGCP3,0
MUS81-ACBD5,0
SEMA3C-SFPQ,0
AHR-NAE1,0
KHK-TYMS,0
KRAS-SDHB,0
CHEK1-MYC,1
AURKA-SNRPD3,0
CENPM-ZWINT,1
RFXAP-LBR,1
GFER-MLST8,0
ARPC5-CAMKK2,0
NAE1-PLAGL1,0
CD63-CST3,0
PLK3-RIC8B,0
NDUFA9-KRAS,0
ALG2-SF3B4,0
TAB2-RPS6KB1,0
DAP3-NFE2L1,0
NCBP1-PELO,0
GSTP1-CX3CR1,0
STYXL1-RRM1,0
GNS-SUPT5H,0
KRAS-FAM45A,0
LLPH-NID1,0
CAPN2-PEX14,0
KIAA1715-ZNF598,0
CYBRD1-DHX37,0
MDM4-TCERG1,0
NAE1-SH2D4A,1
DHX37-TFEC,0
HRAS-SCARF1,0
RTN4-UBQLN4,0
MUS81-CDC42EP1,0
ALKBH8-SCAMP3,1
RGS19-ZBTB20,0
FBXW7-ZFR,0
KRAS-TOP1,0
RNGTT-RPL13,0
CNOT4-ZNF212,1
BRPF1-SSB,0
BPTF-POLG2,0
CLEC2D-CSF1R,0
CEP131-NUP85,0
CREB5-SIRT7,0
MAPK1-VAV1,0
MED23-WDR61,0
BCR-RCAN1,0
PRKCSH-ANKRD17,0
EPB41-MFI2,0
CCT2-LLPH,0
BIRC3-NAE1,0
CBR3-HRAS,0
FAM50A-MRPL11,0
COX5A-NACA,0
LRRFIP2-ZNF107,0
BLM-SOCS1,0
MTBP-ST6GALNAC4,1
FASTKD2-MAPRE1,0
CBX6-SRRT,0
CAPN2-PDCD2,0
CSF1R-TRIM24,0
GID8-KRAS,0
SNRPG-UBA7,0
BCR-RTP4,0
KRAS-ARPC2,0
CAMK2G-HMGA1,0
HES4-TOR1AIP2,0
PELO-PTCD3,0
HRAS-RNF40,0
CSF1R-ZNF473,1
ARPC1B-TALDO1,0
RAC1-UBE2G2,0
CASP8AP2-PTPRN2,0
BOD1L1-DDX46,0
PARP1-RAD21,0
CDK9-MYC,0
CSNK1G2-SPHK2,0
MRPL22-SKIV2L,0
GTF2H4-RPP30,0
GTPBP8-PRSS36,0
VAV1-STAT5B,0
MMP19-STAU1,0
COX6C-TIMM23B,0
POLE-RPL13A,0
CTNNBIP1-MYC,0
PEX13-TPM2,0
DPY19L1-MUL1,0
POLR2K-RBBP8,0
ARID1A-IGF1R,0
JUN-NR1D1,0
MLH1-MYC,0
ATP6AP1-PSMD12,0
MUS81-B3GNT5,0
PTTG1-MCCC1,0
GEMIN4-MED23,0
PRIM2-ZNF830,0
ABCC10-PPP3CA,0
ADNP-DIDO1,0
NRAS-TAF5,0
RAF1-TMEM189,0
GSTP1-PARP9,0
AKTIP-ITFG1,0
SF3B4-STOM,0
GCNT2-PTEN,0
KRAS-CASC3,0
BCL2L11-HGF,0
FNTA-PARP1,0
ZC3H7B-CUL9,0
NAE1-TMEM69,0
EIF3D-TIMM23B,0
RHOG-TAF10,0
MFAP1-POLR2K,0
SLC5A3-SNX8,0
HRAS-RAB29,0
TUBGCP3-WDR77,0
GTF2E1-INTS5,0
PTPRN2-SNRPC,0
ALAD-IGF1R,0
SEC63-SLCO4A1,0
HSCB-INTS5,0
GPBP1L1-ZNF644,0
MTOR-TOP1,0
RNPEP-SLCO2B1,0
MAP3K7-TYMS,0
HRAS-SNUPN,0
MUS81-ACADVL,0
NIP7-VPS4A,0
TRERF1-KRAS,0
KRAS-NIFK,0
CASP8-TNFRSF10B,0
PTEN-KLK1,1
CSE1L-DCK,0
CDK2-NHP2,0
NSMCE4A-NUP85,0
KRAS-TDP1,0
METAP2-KRAS,0
ANKRD13C-HRAS,0
ARRDC1-B3GNT5,0
OAF-TOPBP1,0
JAK3-NAMPT,0
IGF1R-PRKDC,0
BRCA1-RAD51C,0
GTF2H1-PARP1,0
HRAS-RPA2,0
PKD2L2-RPN2,0
LIMD2-PIK3CB,0
CWC27-KIF2A,0
FOS-KRAS,0
NUP43-TTC4,0
DPM1-MOCS3,1
IL10RB-NANP,0
HUS1-PTTG1,0
ADCY3-MRPS18A,0
IL4R-RBM12B,0
RC3H2-SCRIB,0
CSK-ARHGEF12,0
GNS-TRA2A,0
CDC73-ZNF830,0
GOSR1-TRAPPC13,0
MSH2-POLB,0
CDA-MAPKAPK2,0
FAM3C-NRAS,0
ANAPC13-PELO,0
NCAPD2-UBE2C,1
SMARCA4-CDK6,0
PPAT-SRSF7,0
ARGLU1-FH,0
MACROD1-PTPN12,0
GADD45A-HERC5,0
MAPKAP1-NDUFB4,0
HMBOX1-NRAS,0
NRAS-RBM8A,0
ADK-SGMS1,0
PTTG1-BMP2K,0
KRAS-LDB1,0
DNAJC8-ZBTB17,0
CAMK1G-GRB2,1
BLM-MTMR6,0
KLF4-CD9,0
CCNDBP1-TPX2,1
NAE1-KMT5A,0
CREBBP-TP53,0
EZH2-SWAP70,0
GNS-TOMM40L,0
PLOD3-ZNF160,0
KRAS-PSPH,0
FER-S100A11,0
JAK2-ABL1,0
BLM-PDK2,0
CDC7-POLD3,1
PRKCZ-TK1,0
NID1-SUGT1,0
BRCA1-RELA,0
COG3-EIF3M,0
DAZAP1-NCLN,0
NAE1-RNASEH2A,0
FLAD1-NDUFS2,0
CSK-RNF125,0
DHCR24-TPM2,1
PTEN-IRF2BP2,0
PARP2-TNFRSF10B,0
CSF1R-CTSB,0
DCTN4-NACA,0
CALM1-RRM1,0
NAE1-PCNA,0
ASCC3-KRAS,0
AKAP11-SUPT20H,0
AP2M1-CYB5R3,0
ATR-CDK8,0
BRCA2-NOTCH2,0
L3MBTL3-PARP12,0
BRCA1-RAD23B,0
PTEN-KCNK6,0
CD151-RASGRP3,0
AKT2-PIK3CA,0
NDUFA4-PRKDC,0
MBTD1-TADA1,0
TXNDC5-ZNF341,1
CDK2-PMS2,0
OGFOD1-SPAG7,0
AURKA-NUP54,0
RPS24-RPL11,0
BRCA1-RAD50,0
ATM-VHL,0
NCEH1-BRCA1,0
DDX46-ZWINT,0
KRAS-RNFT1,0
GALNT2-RBM47,0
ADAT3-RANBP3,0
CYBA-TNIK,0
SFPQ-RBM26,0
NEK9-PTCD1,1
MUS81-UBAP2L,0
IGFBP7-ITGA5,0
MANBA-STK35,0
PSMD12-TTC4,0
E2F3-PTPRN2,0
MED12-QSOX1,0
MUS81-ABCB8,0
NRAS-PHTF1,0
CD3EAP-HRAS,0
RPF1-TAF12,0
PMS2-RELA,0
BDP1-COX16,0
KRAS-SH2D2A,0
ARL8A-HRAS,0
CCNE2-FOXP1,0
KRAS-IL6ST,0
ST7-TPM2,0
MMP14-PLA2G4C,0
CS-KRAS,0
POC1A-TRAM2,1
MRPS22-RGS1,0
MDC1-NAE1,0
GMNN-LILRA2,0
TOP2A-PALB2,1
MUS81-TBPL1,0
GAPDH-PTGS1,0
CSNK1G1-HRAS,0
RPL13-UQCRB,0
AARS2-TAF1,0
VNN1-PNRC2,0
EIF3D-INTS5,0
MYC-PRKCD,0
ALAD-ATR,0
NRAS-ZNF512,0
MUS81-HSPE1,0
PTTG1-ESYT2,0
DAGLB-GTF2A1,0
MBOAT7-SLC30A1,0
RPE-CCT5,0
BAX-NAE1,0
NAMPT-TP53,0
LAPTM4A-S100A10,0
MT1X-PPM1D,0
C2CD2-HRAS,0
NRAS-PSMB4,0
WEE1-CHEK1,1
PTEN-MOB3C,0
BRCA1-POLD4,0
KCTD10-SAP18,0
KIAA0355-NRAS,0
MRPS18A-TTC4,0
KRAS-GEMIN6,0
CCNC-ANAPC10,0
MTRF1L-WRN,0
UBE2N-FUS,0
INTS5-MRPL18,0
AP2M1-SPTLC2,0
DHX34-STRN4,0
ADAM9-CST3,0
CD151-WDR26,0
CCND3-TAOK1,0
PMF1-RPP30,0
ANXA1-LMNA,0
PAXBP1-HMGN1,0
EPS15-LRCH4,0
MT1X-SESN2,0
BRCA2-RAD51C,0
SIGLEC11-TAF1A,0
RNF20-PARP1,0
GPSM3-PTCD1,1
CHEK2-PARP1,0
TAB2-RRM1,0
BCR-FLT3LG,0
FAM179B-QSOX1,0
CAPZB-PSMD1,0
MRPL32-OGFOD1,0
HDAC4-RGS16,0
MBTPS2-MRPS27,0
PTEN-LAD1,1
PTEN-SRSF2,0
STRN4-XRCC1,0
NFE2L1-POLD1,0
EPRS-KRAS,0
NIP7-TUBGCP5,0
NDUFS8-RAB1B,0
ITGB7-MAP3K8,0
TMEM189-TNIK,0
MDM2-MT1X,0
TNK2-GTF2H3,0
MAP3K12-TPRG1L,1
RNF10-HAVCR2,0
GNL3L-TAF1A,0
NAE1-PRPF19,0
SNX2-LMAN1,0
BCR-EGR3,0
CAPN7-POGK,0
IL18-SLC16A5,0
KCTD12-PTCD1,1
B3GAT3-SNTB1,0
RPL11-PRKDC,0
FLI1-EZH2,0
AP3B1-SNX2,0
KLF10-MBD3,0
BIRC5-CAMK1G,1
INTS5-MASTL,0
KBTBD4-NAE1,0
PEX2-DNAJB6,0
NRBF2-SEC23IP,0
PPP2R1A-ZNF574,0
ACTR10-NUP54,0
ALAD-CAMK2G,0
CDC27-SPDL1,0
NUCB1-ZNF138,0
BLM-TRIM8,0
MRPS25-ING5,0
ERC1-MIB2,0
ALG2-HRAS,0
BAG4-NAE1,0
NRAS-PFDN1,0
FH-LIAS,0
MRPS22-NDEL1,0
DHX29-MYC,0
CETN2-RAD9A,0
EXOSC4-PMF1,0
FOXP1-RPRD1B,0
ZBTB8OS-KRAS,0
NAE1-POLR2F,0
NAE1-PPM1D,0
FCMR-NAE1,0
LAPTM4A-THBS1,0
ATM-SSBP1,0
AIMP2-MFNG,0
KRAS-SPECC1,0
MCM7-NAE1,0
IGFBP4-RPA3,0
ATP6V1G1-WDR7,0
RANBP1-TRA2B,0
DNAJC11-HRAS,0
NUP205-PEX14,0
CENPP-TUBGCP5,0
FBXL20-KRAS,0
HIPK1-HM13,0
CHEK1-RBBP8,1
CUL3-MYL6,0
HRAS-PSMB4,0
KRAS-VRK3,0
DDX46-KRAS,0
CDKN1B-EREG,0
CSNK1E-SLC29A1,0
ARIH1-PMF1,0
CAPN7-PIP5K1A,0
PITPNM1-PTPN12,0
NRAS-TRIM52,0
GTF2H4-MRPL27,0
PTTG1-EZR,0
FAM3A-GNS,0
KRAS-DYRK1B,0
NAE1-SLC25A12,0
HRAS-PRKAR1B,0
BRAF-IGF1R,0
ATMIN-MBTPS1,0
HRAS-MAPK7,0
AXL-NSUN5,0
ANKH-KRAS,0
EXOSC2-HNRNPA3,0
LMAN2-RASGRP3,0
PARP2-RAD23B,0
KMT2E-RPL22,0
MED10-PSMD4,0
PTTG1-RPL32,0
KLF10-TMED3,0
MT1X-POLM,0
R3HDM2-SLC36A4,0
DGKG-NDUFA10,1
CMPK1-DLGAP4,0
BLM-EIF3G,0
MRPL3-NMD3,0
CEP152-HBS1L,0
HES4-TRIM56,0
FBXO46-CSNK1G2,0
PARP2-POLM,0
DLG1-TPM2,0
ABL1-CCL23,0
FH-ZNRD1,0
MAP3K1-RRM1,0
BTF3-EIF3D,0
GTPBP4-RPL13,0
KLF10-RABL2A,0
AURKA-RPL36A,0
CACNA2D4-TSC22D2,0
POLR3B-KRAS,1
PPP1R2-PTGS1,0
PLEKHO1-SYT11,0
KAT5-PBRM1,0
LTBP4-PSMG3,0
COQ2-SPAG7,0
COG3-SEC22B,0
ADRBK1-ALAD,0
BCL2L1-BRCA1,0
MCFD2-OGFOD2,0
IL17RE-TAF1A,1
GLIPR2-TRRAP,0
FLI1-SPINT2,0
CDC25B-SLC5A3,0
FSTL3-MED20,0
UBE2O-USP36,0
HRAS-JAK1,0
NACA-PMF1,0
KRAS-ZGPAT,0
DNASE2-NAE1,0
SLC9A9-ZNF581,0
ALOX5AP-CBX5,0
CUL1-TBL1XR1,0
ADAM10-ATP6V1A,0
CSF1-EIF2AK1,0
POLD4-POLE,0
KRAS-LEPR,0
CDKN1C-TPX2,1
DLST-P4HB,0
CAPRIN1-GLRX3,0
EIF4G1-RASGRP2,0
BRD4-PARP1,0
PTTG1-GATAD1,0
NHP2-RAD9A,0
NRAS-PHF20,0
ATR-BCL2L1,0
DCAF7-LUC7L3,0
EIF3D-EIF4G1,0
RTEL1-BRCA1,1
CHMP2A-NCAPD2,0
SBF1-TMEM209,0
NPC1-WWOX,0
ABCC10-PANK2,0
CAMLG-WDR61,0
CDK13-HRAS,0
TP53-CERK,0
SLC35B1-TPK1,0
DCK-FER,0
CEP250-S100B,0
PLOD3-USP38,0
SSH1-SSH2,0
CCDC84-SMNDC1,0
CARD6-HAX1,0
CDC42EP2-NAE1,0
CREBBP-MEN1,0
EEF1A1-TP53,0
RAD9A-RTN4,0
DAP-TRIM44,0
AFG3L2-ZNF830,0
PTEN-NDUFS7,0
CENPP-DCTN4,0
BLM-SUV39H1,1
FLNA-MAMLD1,0
KRAS-TMEM116,0
EPS15-TARBP2,0
NUP93-KRAS,0
KRAS-FLT3LG,0
BLM-STX4,0
DSN1-NFKB1,0
KRAS-UFL1,0
NCAPH-NR4A3,1
CAMK2G-TK1,0
EIF2AK2-NRAS,0
KRAS-MSI2,0
AGAP3-IL10,0
TNFRSF12A-CDC42EP2,0
FCGR1A-NRAS,0
ANKRD37-TSC22D2,0
CLIP1-FLAD1,0
NAE1-WDR77,0
ATP6V1G1-MED28,0
CNBP-PSMD12,0
DBNL-YKT6,0
ACP1-TPRKB,0
CSK-DRAM2,0
CCDC84-ZMAT5,0
NACA-WDR77,0
NACA-RPTOR,0
ZBTB44-RBM39,0
MAPK8-NAE1,0
POLR1B-ZNF142,1
AKT2-CDK12,0
CAMK1G-HMGA1,1
ADPRH-FBXL19,1
PTTG1-URI1,0
JAK2-PIK3C3,0
WWP1-YARS2,0
DLGAP3-FGD4,0
PTTG1-SNX22,1
NAE1-NUP58,0
TOP2A-RPS11,1
CDC25B-EPB41,0
FAM3C-HRAS,0
EIF4G1-NEXN,0
CDA-UCK1,0
MED28-PNN,0
AURKA-TRMT5,0
HMGB1-HNRNPA2B1,0
PLSCR1-TLE3,0
RILP-TSC22D2,0
MUS81-RPS27L,0
FTSJ2-PLD2,0
ATP10D-PTCD1,1
PDPK1-USP7,0
ALG3-NRAS,0
EXOSC9-HBS1L,0
CARF-CDKN2A,1
TYK2-CUL9,0
IGF2BP2-SNRNP35,0
ZFP36-BRCA2,0
NACA-TTC4,0
CHST12-NUP214,0
CCNE2-TNIP1,0
CDCP1-CST3,0
IREB2-NRAS,0
NAGLU-KRAS,0
PLOD3-RBM26,0
ACVRL1-CDK2,0
